 ,Label,Area,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Feret,Median,%Area,FeretX,FeretY,FeretAngle,MinFeret,Average Diameter
1464,cells4.jpg,672,1020.415,1064.457,242.652,998,1050,50,33,35.993,23.772,176.183,52.393,255,100,1000,1051,156.371,32.872,29.8825
2446,cells4.jpg,672,3894.841,1871.26,117.882,3880,1850,28,39,34.977,24.462,76.849,39.56,255,100,3887,1888,69.274,25.931,29.7195
1589,cells4.jpg,673,780.342,1161.849,168.267,759,1143,37,43,40.252,21.288,54.74,47.413,255,100,774,1186,62.354,24.095,30.77
3465,cells4.jpg,673,3346.522,2795.405,203.622,3319,2778,47,34,35.76,23.962,157.951,47.676,255,100,3319,2789,170.34,31.437,29.861
1282,cells4.jpg,675,2207.793,936.555,192.409,2190,912,34,49,40.114,21.425,107.239,49.366,255,100,2205,912,96.981,30.978,30.7695
181,cells4.jpg,676,1857.064,136.478,214.693,1837,113,42,42,39.945,21.547,28.35,49.82,255,100,1842,152,51.52,32.527,30.746
2965,cells4.jpg,676,516.584,2279.322,254.25,497,2253,36,45,34.061,25.269,42.668,47.424,255,100,505,2296,65.056,35.777,29.665
1082,cells4.jpg,677,2195.345,789.77,221.865,2179,768,34,45,34.885,24.709,83.067,45.706,255,100,2195,768,100.081,33.045,29.797
1229,cells4.jpg,677,2441.79,894.026,218.894,2423,871,34,49,43.137,19.982,110.181,51.865,255,100,2432,871,109.134,28.29,31.5595
2071,cells4.jpg,678,1828.246,1537.757,124.953,1813,1522,35,36,41.231,20.937,49.304,48.104,255,100,1814,1558,46.685,23.747,31.084
710,cells4.jpg,679,3139.805,535.469,127.882,3126,518,31,34,31.649,27.317,104.845,37.014,255,100,3126,523,141.582,30.503,29.483
953,cells4.jpg,679,1701.616,699.89,165.338,1683,684,35,35,33.01,26.19,140.503,40.497,255,100,1683,691,147.095,31.53,29.6
2797,cells4.jpg,679,3046.825,2130.721,149.439,3031,2114,39,32,30.664,28.194,1.196,39.56,255,100,3032,2137,16.144,31.626,29.429
937,cells4.jpg,680,2681.474,690.682,131.296,2669,673,32,36,32.988,26.246,81.427,36.401,255,100,2672,676,127.185,31.182,29.617
1105,cells4.jpg,680,296.706,799.234,122.953,276,784,37,34,35.517,24.377,132.081,38.288,255,100,279,788,130.764,29.442,29.947
2492,cells4.jpg,680,692.943,1896.007,184.51,679,1880,34,38,31.806,27.221,76.416,39.825,255,100,690,1918,61.504,33.988,29.5135
3015,cells4.jpg,680,3042.846,2317.493,145.782,3022,2302,42,29,40.984,21.125,151.832,46.065,255,100,3022,2305,152.879,27.176,31.0545
3034,cells4.jpg,680,1454.338,2332.122,105.054,1436,2317,35,30,31.38,27.591,176.481,35.228,255,100,1436,2337,6.52,28.909,29.4855
2576,cells4.jpg,681,4023.521,1960.142,232.693,4001,1943,45,40,39.681,21.851,45.098,52.402,255,100,4008,1983,48.094,32.331,30.766
255,cells4.jpg,682,2049.66,217.041,247.421,2029,196,45,41,33.551,25.882,63.369,51.478,255,100,2029,223,29.055,30.786,29.7165
1576,cells4.jpg,682,1904.194,1156.295,167.924,1885,1135,35,40,35.115,24.728,50.094,41,255,100,1902,1175,77.32,31.619,29.9215
1682,cells4.jpg,683,2172.875,1234.43,268.593,2153,1206,47,46,39.299,22.128,143.094,52.802,255,100,2165,1206,127.304,31.519,30.7135
2911,cells4.jpg,684,3991.725,2225.406,228.451,3968,2209,61,29,51.337,16.964,3.653,62.817,255,100,3968,2232,13.815,28.23,34.1505
2866,cells4.jpg,685,1769.957,2196.674,135.296,1756,2172,29,43,35.144,24.817,78.42,44.147,255,100,1763,2215,76.908,28.437,29.9805
411,cells4.jpg,686,1832.338,336.812,155.095,1814,320,32,38,35.022,24.94,109.029,40.162,255,100,1826,320,108.886,31.113,29.981
2553,cells4.jpg,686,3981.016,1943.765,295.948,3960,1922,40,47,34.604,25.241,105.014,49.041,255,100,3976,1922,106.587,35.8,29.9225
430,cells4.jpg,687,2305.183,349.874,130.953,2283,335,39,32,34.721,25.192,157.024,39.623,255,100,2283,347,169.824,30.947,29.9565
3157,cells4.jpg,688,694.222,2457.775,162.752,681,2437,28,46,37.466,23.381,86.972,47.539,255,100,686,2483,75.379,27.948,30.4235
132,cells4.jpg,690,3809.942,93.735,160.853,3793,72,31,42,39.104,22.467,79.541,45.31,255,100,3798,114,67.964,27.819,30.7855
1049,cells4.jpg,690,3073.362,761.443,144.267,3058,743,31,40,33.876,25.934,91.413,40.112,255,100,3070,743,94.289,31,29.905
1505,cells4.jpg,690,3133.49,1094.477,170.995,3117,1078,35,38,33.186,26.473,104.686,39.962,255,100,3124,1078,121.701,33.104,29.8295
2662,cells4.jpg,691,1106.474,2020.28,207.966,1083,1999,41,41,31.353,28.061,140.376,42.45,255,100,1083,2016,164.982,34.648,29.707
3696,cells4.jpg,691,2666.64,3048.606,169.439,2641,3031,46,30,37.163,23.674,14.539,46.098,255,100,2641,3050,3.731,29.334,30.4185
854,cells4.jpg,692,809.993,636.048,205.38,784,617,47,42,38.33,22.987,143.237,49.041,255,100,784,628,163.413,30.406,30.6585
1038,cells4.jpg,692,2274.513,756.967,171.681,2252,737,41,39,35.358,24.919,161.056,51.088,255,100,2252,737,130.236,33.024,30.1385
1824,cells4.jpg,692,1755.202,1338.504,158.51,1734,1319,37,35,32.236,27.333,10.404,37.656,255,100,1734,1338,169.287,32.796,29.7845
3374,cells4.jpg,692,2903.133,2688.922,150.267,2883,2673,37,35,33.539,26.27,153.809,40.361,255,100,2889,2678,131.987,30.65,29.9045
2294,cells4.jpg,693,2977.966,1747.243,144.368,2960,1730,39,32,33.148,26.618,5.681,39.812,255,100,2960,1742,168.408,29.725,29.883
3052,cells4.jpg,693,3021.523,2349.565,152.953,3004,2336,35,35,31.604,27.919,148.147,37.736,255,100,3004,2339,122.005,32.437,29.7615
3094,cells4.jpg,693,3599.618,2383.666,165.924,3578,2369,47,31,40.789,21.632,162.034,48.27,255,100,3578,2380,166.827,26.053,31.2105
482,cells4.jpg,694,1131.971,385.063,201.723,1113,364,36,38,33.431,26.431,74.112,41.725,255,100,1113,394,45.971,32.595,29.931
946,cells4.jpg,694,1439.703,692.925,150.953,1423,678,34,31,32.741,26.988,2.239,41.012,255,100,1426,709,45,31,29.8645
1470,cells4.jpg,695,3601.543,1071.549,138.853,3584,1053,37,36,35.869,24.671,149.222,40.249,255,100,3584,1067,153.435,29.256,30.27
3584,cells4.jpg,695,3027.493,2948.242,185.238,3010,2926,38,42,37.946,23.32,48.039,52.202,255,100,3017,2968,53.569,28.084,30.633
1291,cells4.jpg,696,385.01,938.973,153.48,370,920,32,44,37.292,23.763,111.874,44.407,255,100,377,920,97.765,30.421,30.5275
52,cells4.jpg,697,4069.589,24.757,252.451,4048,6,35,45,35.598,24.93,80.775,45.804,255,100,4055,44,53.881,33.05,30.264
2081,cells4.jpg,697,2567.425,1555.286,151.681,2552,1533,34,40,32.58,27.239,146.847,43.081,255,100,2559,1533,111.801,33.589,29.9095
3054,cells4.jpg,697,1356.154,2351.689,207.48,1333,2338,47,37,37.013,23.977,25.452,49.336,255,100,1333,2360,17.7,30.045,30.495
1315,cells4.jpg,698,2880.201,957.516,231.037,2856,938,46,35,36.522,24.334,15.105,48.384,255,100,2856,960,18.06,33.711,30.428
2944,cells4.jpg,699,3900.733,2249.46,128.811,3877,2237,42,27,41.877,21.253,157.811,45.486,255,100,3881,2237,146.659,24.029,31.565
1412,cells4.jpg,700,2378.091,1025.706,160.409,2358,1011,41,30,36.405,24.482,152.348,46.325,255,100,2358,1011,147.339,29.206,30.4435
2281,cells4.jpg,700,287.787,1741.793,143.681,272,1724,32,39,33.608,26.52,81.64,40.719,255,100,282,1726,114.677,30.202,30.064
2691,cells4.jpg,700,1070.243,2042.65,239.179,1053,2020,36,46,37.654,23.67,116.825,48.384,255,100,1069,2020,108.06,36,30.662
55,cells4.jpg,701,3688.4,25.062,164.409,3667,7,37,34,34.434,25.921,60.45,45.222,255,100,3667,35,35.096,31.574,30.1775
528,cells4.jpg,701,3683.69,415.774,140.61,3662,400,44,31,36.606,24.383,16.65,44.181,255,100,3662,415,5.194,27.297,30.4945
865,cells4.jpg,702,379.771,643.097,146.61,368,623,30,43,40.48,22.081,79.709,43.186,255,100,381,666,84.685,28.785,31.2805
66,cells4.jpg,703,203.166,34.782,276.492,176,13,57,45,37.463,23.892,39.9,58.694,255,100,176,45,13.799,36.912,30.6775
2139,cells4.jpg,703,2752.816,1607.988,155.439,2740,1588,30,40,34.887,25.657,94.965,41,255,100,2746,1588,102.68,29.967,30.272
223,cells4.jpg,704,1539.173,177.716,167.238,1520,162,40,38,30.964,28.949,39.087,40.05,255,100,1520,170,177.138,34.648,29.9565
2378,cells4.jpg,704,2184.212,1817.75,171.823,2167,1797,32,40,34.887,25.694,79.898,41.485,255,100,2176,1837,74.624,30.123,30.2905
1526,cells4.jpg,705,3108.482,1119.981,256.35,3089,1098,38,44,36.026,24.916,107.997,44.922,255,100,3101,1098,106.821,32.946,30.471
2780,cells4.jpg,707,853.886,2118.598,189.723,834,2099,38,42,40.532,22.209,55.283,46.519,255,100,845,2141,64.537,26.163,31.3705
3692,cells4.jpg,707,1095.18,3044.646,185.924,1070,3028,43,30,37.865,23.773,28.147,48.021,255,100,1070,3057,31.373,30,30.819
507,cells4.jpg,708,1935.578,401.312,146.752,1920,385,36,36,33.54,26.877,34.82,39.623,255,100,1924,416,42.955,30.197,30.2085
53,cells4.jpg,709,3079.692,19.568,119.539,3062,7,39,29,34.359,26.273,9.97,39.051,255,100,3062,19,2.936,29,30.316
1007,cells4.jpg,709,94.576,739.496,152.468,82,717,26,48,47.271,19.097,100.152,52.355,255,100,83,719,118.523,24.163,33.184
1792,cells4.jpg,709,938.233,1307.754,311.563,886,1291,96,32,62.088,14.54,171.706,96.876,255,100,886,1304,172.288,29.451,38.314
2463,cells4.jpg,709,4051.037,1877.277,150.267,4034,1859,37,42,39.131,23.069,64.177,44.011,255,100,4045,1901,68.682,28.983,31.1
2958,cells4.jpg,709,472.043,2269.627,118.125,456,2249,30,38,34.874,25.885,111.901,40.249,255,100,467,2249,116.565,27.566,30.3795
1814,cells4.jpg,710,3655.604,1326.282,140.125,3639,1310,38,31,31.975,28.272,140.336,41.34,255,100,3642,1315,147.848,31,30.1235
2938,cells4.jpg,710,3275.785,2246.537,201.238,3258,2229,36,42,39.305,22.999,103.277,44.654,255,100,3262,2232,124.046,35.037,31.152
3345,cells4.jpg,710,923.555,2666.565,200.208,908,2642,34,51,40.195,22.491,74.094,52.393,255,100,927,2693,76.759,31.543,31.343
21,cells4.jpg,711,994.333,16.191,194.267,972,4,48,25,41.018,22.07,2.185,48.374,255,100,972,12,7.125,25,31.544
1130,cells4.jpg,711,2814.286,823.777,171.924,2797,803,38,39,36.304,24.936,125.881,42.521,255,100,2804,808,131.186,31.752,30.62
1621,cells4.jpg,711,1754.335,1182.373,169.196,1738,1162,35,43,33.442,27.07,84.597,43.566,255,100,1744,1205,80.754,33.379,30.256
905,cells4.jpg,713,3007.55,670.212,214.309,2985,649,41,39,33.141,27.392,159.533,41.195,255,100,2985,675,5.572,36.24,30.2665
1724,cells4.jpg,713,2896.987,1252.217,202.309,2872,1235,44,39,37.543,24.181,155.745,50.12,255,100,2872,1248,151.39,34.893,30.862
3022,cells4.jpg,713,4016.518,2330.608,157.581,3997,2307,41,47,36.299,25.01,63.978,47.518,255,100,4012,2354,81.529,32.172,30.6545
3561,cells4.jpg,713,2541.259,2913.724,173.924,2523,2899,40,33,31.26,29.041,5.23,41.485,255,100,2523,2906,164.624,31.522,30.1505
580,cells4.jpg,714,4061.675,453.034,194.51,4035,435,44,37,34.701,26.198,3.692,44.944,255,100,4035,448,159.146,35.199,30.4495
2873,cells4.jpg,714,234.137,2198.766,194.894,210,2176,41,41,32.623,27.867,111.293,41.773,255,100,230,2176,101.041,35.417,30.245
86,cells4.jpg,715,1323.286,56.02,155.581,1302,37,39,40,42.086,21.631,41.311,45.177,255,100,1317,77,62.301,27.577,31.8585
1104,cells4.jpg,715,1047.155,798.04,208.995,1025,783,51,30,49.241,18.488,17.645,56.356,255,100,1026,813,27.474,23.142,33.8645
2398,cells4.jpg,715,414.644,1826.973,141.095,396,1812,39,31,33.935,26.827,17.816,39.115,255,100,396,1820,175.601,30.564,30.381
3412,cells4.jpg,715,3016.433,2748.977,285.321,2999,2716,33,57,41.77,21.795,110.183,59.034,255,100,3006,2716,116.131,32.029,31.7825
1598,cells4.jpg,717,3703.581,1172.487,186.894,3688,1149,33,50,48.491,18.826,70.149,53.852,255,100,3699,1199,68.199,24.156,33.6585
1789,cells4.jpg,717,2435.084,1308.619,213.865,2418,1289,37,43,34.72,26.293,70.538,43.186,255,100,2436,1289,95.315,35.223,30.5065
515,cells4.jpg,718,1889.669,412.55,241.765,1873,390,36,48,35.498,25.753,100.33,48.094,255,100,1886,390,93.576,34.247,30.6255
1035,cells4.jpg,721,2165.289,756.628,188.309,2146,735,36,39,32.49,28.255,75.288,41.629,255,100,2162,736,114.102,35.214,30.3725
406,cells4.jpg,722,2343.622,330.681,154.267,2325,314,36,36,33.797,27.2,47.992,42.012,255,100,2330,347,51.766,32.289,30.4985
1086,cells4.jpg,722,1239.19,790.619,171.681,1222,771,37,40,37.304,24.643,134.051,43.417,255,100,1225,774,141.546,33.351,30.9735
1479,cells4.jpg,723,2540.013,1082.128,228.693,2522,1058,42,44,39.763,23.151,130.148,52.431,255,100,2532,1058,124.902,30.802,31.457
1957,cells4.jpg,723,1313.77,1442.803,161.581,1293,1423,37,39,36.997,24.882,124.363,39.812,255,100,1305,1423,115.278,32.928,30.9395
269,cells4.jpg,725,3684.54,228.082,207.38,3669,205,33,45,38.129,24.21,77.161,45.541,255,100,3682,250,81.158,31.349,31.1695
633,cells4.jpg,725,2743.139,491.959,151.439,2726,471,33,38,32.271,28.605,55.887,39.56,255,100,2741,471,106.144,33,30.438
1135,cells4.jpg,725,3461.704,821.293,137.439,3444,806,35,32,33.223,27.785,0.18,38.601,255,100,3445,834,36.573,31.475,30.504
771,cells4.jpg,729,40.544,580.363,246.108,23,558,46,41,34.206,27.135,134.981,50.249,255,100,26,563,148.841,38.271,30.6705
2626,cells4.jpg,730,188.103,1997.952,190.752,170,1974,32,51,44.438,20.916,103.301,56.356,255,100,173,1975,117.474,28.639,32.677
79,cells4.jpg,731,3158.726,48.076,205.581,3142,27,31,44,36.787,25.301,81.613,45.122,255,100,3156,71,77.196,30.148,31.044
420,cells4.jpg,731,2728.672,345.646,165.581,2713,326,33,39,35.721,26.055,36.739,42.953,255,100,2718,365,65.225,29.35,30.888
829,cells4.jpg,731,32.113,636.538,272.735,11,602,44,58,40.797,22.814,54.235,62.394,255,100,28,660,68.369,34.046,31.8055
930,cells4.jpg,731,1964.393,688.555,155.782,1950,667,30,41,36.282,25.653,86.881,41.593,255,100,1963,667,99.689,28.605,30.9675
1330,cells4.jpg,731,1710.154,973.753,251.179,1694,948,34,48,40.475,22.996,97.693,49.041,255,100,1702,949,106.587,32.468,31.7355
3217,cells4.jpg,731,887.146,2514.496,171.238,868,2498,39,36,33.182,28.049,154.869,40.522,255,100,868,2509,164.249,34.44,30.6155
3055,cells4.jpg,732,3982.575,2359.607,227.966,3961,2338,41,39,34.871,26.727,63.18,44.294,255,100,3961,2373,28.301,38.914,30.799
3092,cells4.jpg,732,4070.788,2394.199,255.966,4054,2368,29,56,47.167,19.76,77.268,58.523,255,100,4066,2424,73.113,29,33.4635
3447,cells4.jpg,732,2850.309,2778.978,177.338,2820,2761,55,31,43.668,21.343,5.514,55.579,255,100,2820,2782,8.276,29.872,32.5055
2569,cells4.jpg,733,1156.518,1949.38,170.51,1135,1934,41,34,36.132,25.83,36.168,41.437,255,100,1135,1956,8.326,31.837,30.981
3254,cells4.jpg,733,2155.691,2553.992,204.066,2136,2538,39,35,33.066,28.225,36.235,43.863,255,100,2145,2573,46.848,34.293,30.6455
3693,cells4.jpg,733,1588.028,3044.864,167.338,1569,3028,40,30,37.86,24.651,176.69,40.792,255,100,1569,3043,168.69,29.853,31.2555
2561,cells4.jpg,734,673.619,1944.853,160.51,653,1927,40,33,35.021,26.686,4.438,40.792,255,100,653,1953,11.31,30.411,30.8535
1571,cells4.jpg,736,2140.768,1153.567,213.38,2121,1132,37,45,37.591,24.929,123.157,45.88,255,100,2140,1132,106.46,30.425,31.26
1970,cells4.jpg,736,2368.7,1459.034,246.35,2354,1435,33,51,39.203,23.904,68.007,51.245,255,100,2356,1435,95.599,32.416,31.5535
2349,cells4.jpg,736,411.014,1791.433,144.711,391,1776,36,34,35.052,26.734,40.914,43.932,255,100,391,1807,41.309,30.726,30.893
2723,cells4.jpg,736,4004.092,2073.924,320.777,3982,2047,41,58,42.295,22.156,68.83,60.216,255,100,3986,2100,54.462,35.611,32.2255
3467,cells4.jpg,736,2034.613,2801.957,197.48,2016,2783,38,38,34.599,27.085,30.452,41.881,255,100,2016,2810,33.311,33.633,30.842
1313,cells4.jpg,737,3419.739,958.682,288.149,3402,936,40,44,35.304,26.58,93.733,47.434,255,100,3403,946,145.305,37.836,30.942
2903,cells4.jpg,737,3939.832,2220.858,137.439,3920,2203,41,33,38.763,24.208,157.39,41.761,255,100,3921,2213,163.301,28.536,31.4855
2315,cells4.jpg,738,323.93,1779.138,310.877,302,1748,43,53,33.213,28.292,68.924,53.038,255,100,322,1748,92.161,40.696,30.7525
890,cells4.jpg,739,2077.93,660.982,168.752,2056,643,43,33,35.75,26.32,3.087,44.385,255,100,2056,666,14.349,31.82,31.035
688,cells4.jpg,740,220.147,519.45,152.024,203,504,33,34,32.199,29.262,147.944,40.46,255,100,203,507,140.013,33,30.7305
702,cells4.jpg,740,2191.259,533.977,194.794,2173,513,41,39,34.851,27.035,129.322,46.043,255,100,2177,513,124.38,36.924,30.943
711,cells4.jpg,740,3489.778,537.834,250.007,3467,519,40,38,33.664,27.988,170.548,45.607,255,100,3469,521,142.125,37.676,30.826
2942,cells4.jpg,741,3945.443,2260.58,170.167,3925,2234,42,46,40.972,23.027,33.843,48.703,255,100,3939,2280,70.821,28.626,31.9995
1024,cells4.jpg,742,2087.636,745.91,149.439,2069,731,43,29,35.493,26.618,1.58,43.566,255,100,2069,744,170.754,29,31.0555
1842,cells4.jpg,742,1513.633,1352.389,218.108,1498,1331,37,40,32.889,28.725,140.386,42.379,255,100,1512,1331,109.29,37,30.807
2305,cells4.jpg,742,27.836,1755.439,153.782,8,1739,42,31,37.48,25.207,152.506,44.385,255,100,9,1745,157.479,28.844,31.3435
2778,cells4.jpg,742,2516.208,2121.858,345.12,2494,2095,42,60,38.443,24.575,93.918,62.968,255,100,2500,2096,110.45,39.031,31.509
709,cells4.jpg,743,3101.038,541.567,219.622,3081,517,38,47,38.783,24.393,70.622,49.769,255,100,3093,564,67.557,33.837,31.588
811,cells4.jpg,743,1238.106,607.888,232.25,1215,588,41,43,33.108,28.574,118.104,44.147,255,100,1232,588,103.092,36.6,30.841
2159,cells4.jpg,743,1626.442,1636.793,276.735,1607,1608,39,59,46.206,20.474,67.429,62.298,255,100,1622,1667,71.274,27.688,33.34
3639,cells4.jpg,743,2604.329,3001.698,242.593,2584,2983,42,37,35.8,26.425,0.992,45.793,255,100,2584,2985,148.392,36.466,31.1125
216,cells4.jpg,744,3011.005,179.927,219.38,2995,157,35,43,37.72,25.114,84.647,43.417,255,100,3002,200,82.057,33.464,31.417
2322,cells4.jpg,744,1170.952,1773.644,260.978,1150,1754,40,43,40.902,23.16,136.258,51.088,255,100,1151,1757,139.764,30.153,32.031
883,cells4.jpg,745,2608.803,657.727,292.492,2579,635,49,41,35.734,26.545,143.177,49.163,255,100,2579,663,175.333,39.955,31.1395
833,cells4.jpg,746,1901.831,624.98,203.723,1882,604,44,37,33.051,28.739,124.232,44.721,255,100,1882,628,10.305,33.327,30.895
1868,cells4.jpg,746,191.977,1373.554,174.024,178,1350,26,54,49.534,19.175,99.182,54.918,255,100,190,1350,100.491,25.698,34.3545
2868,cells4.jpg,746,1250.106,2188.733,138.024,1231,2173,40,33,38.461,24.696,157.72,41.231,255,100,1233,2174,157.166,30.045,31.5785
301,cells4.jpg,747,2009.044,255.145,214.309,1990,235,39,42,36.88,25.79,126.289,47.011,255,100,1991,236,119.291,33.12,31.335
455,cells4.jpg,747,1805.448,367.499,129.196,1786,351,37,34,37.556,25.325,33.92,38.288,255,100,1791,380,40.764,28.54,31.4405
1006,cells4.jpg,747,2000.864,739.46,232.208,1976,715,45,40,37.223,25.551,30.021,45.277,255,100,1976,736,173.66,37.181,31.387
1453,cells4.jpg,747,3550.604,1062.924,159.095,3531,1044,42,38,35.862,26.521,14.451,42.012,255,100,3531,1060,178.636,32.6,31.1915
1667,cells4.jpg,747,1140.21,1217.572,169.238,1121,1196,34,43,42.94,22.15,60.103,47.17,255,100,1125,1236,57.995,26.613,32.545
2842,cells4.jpg,748,2741.433,2176.953,158.409,2722,2156,42,39,43.617,21.835,135.362,50.329,255,100,2724,2159,139.028,25.456,32.726
182,cells4.jpg,749,1479.449,127.631,265.38,1455,115,56,32,45.932,20.762,17.564,57.28,255,100,1455,133,16.22,29.833,33.347
2486,cells4.jpg,749,456.439,1894.189,215.723,431,1875,45,38,34.957,27.281,8.456,46.098,255,100,431,1897,167.471,35.832,31.119
1741,cells4.jpg,750,2512.259,1272.577,149.782,2498,1251,32,44,38.033,25.108,84.063,44.721,255,100,2507,1251,100.305,30.096,31.5705
2416,cells4.jpg,750,2146.579,1847.344,188.309,2125,1827,41,39,36.45,26.199,35.212,46.69,255,100,2128,1861,46.736,33.442,31.3245
89,cells4.jpg,751,2972.043,59.596,358.09,2942,39,57,39,37.982,25.175,17.007,61.465,255,100,2942,74,21.975,38.817,31.5785
1293,cells4.jpg,751,615.6,937.113,164.953,598,921,40,37,31.911,29.964,81.141,43.186,255,100,609,953,47.816,36.555,30.9375
786,cells4.jpg,753,1900.649,579.41,227.137,1884,563,42,34,34.764,27.579,161.453,47.424,255,100,1888,564,137.564,31.53,31.1715
1272,cells4.jpg,753,343.844,921.361,156.61,326,900,37,43,36.45,26.303,64.11,45.222,255,100,329,943,71.966,30.674,31.3765
2301,cells4.jpg,755,3310.993,1754.614,245.765,3292,1735,45,38,35.175,27.329,151.159,48.104,255,100,3296,1736,133.315,36.706,31.252
2961,cells4.jpg,755,2230.843,2273.496,257.179,2209,2250,41,44,38.019,25.284,42.339,51.856,255,100,2213,2291,50.477,35.698,31.6515
1581,cells4.jpg,756,1829.933,1157.225,158.853,1810,1139,39,36,41.008,23.473,31.572,46.4,255,100,1810,1168,37.117,26.485,32.2405
2438,cells4.jpg,758,4015.453,1861.759,146.61,3999,1843,33,38,36.274,26.607,99.341,40.249,255,100,4004,1845,116.565,31.636,31.4405
2601,cells4.jpg,758,74.603,1983.777,224.451,47,1961,48,44,46.04,20.962,133.512,57.385,255,100,47,1967,138.532,28.672,33.501
660,cells4.jpg,759,3822.291,500.878,182.309,3802,481,42,41,34.547,27.973,125.162,44.944,255,100,3802,493,159.146,31.529,31.26
1028,cells4.jpg,759,1804.175,750.55,117.882,1788,733,34,34,32.246,29.969,41.438,36.797,255,100,1795,733,132.797,31.53,31.1075
1856,cells4.jpg,759,14.6,1373.875,181.581,4,1342,24,62,51.399,18.802,86.87,62.514,255,100,5,1404,82.648,23.37,35.1005
2886,cells4.jpg,761,380.367,2200.719,188.652,361,2185,42,32,37.601,25.769,158.071,46.519,255,100,361,2189,154.537,30.411,31.685
3672,cells4.jpg,761,1438.221,3037.826,342.676,1410,3012,55,47,33.873,28.605,108.555,59.405,255,100,1410,3054,36.098,47,31.239
457,cells4.jpg,762,3616.845,365.882,135.882,3600,351,36,32,32.245,30.088,172.185,38.949,255,100,3602,378,29.197,32,31.1665
785,cells4.jpg,762,1068.318,585.795,273.463,1044,563,50,38,38.204,25.396,171.477,51.662,255,100,1044,584,165.426,37.85,31.8
1433,cells4.jpg,762,3744.092,1047.306,264.635,3712,1026,59,39,50.885,19.067,157.487,64.885,255,100,3712,1034,155.41,29.617,34.976
2843,cells4.jpg,762,1005.18,2179.091,215.137,982,2157,39,50,34.769,27.904,69.582,51.196,255,100,1008,2207,77.593,36.147,31.3365
3006,cells4.jpg,763,763.986,2310.753,172.167,742,2288,37,47,39.331,24.7,113.968,47.424,255,100,751,2292,114.944,31.099,32.0155
1215,cells4.jpg,764,777.507,888.594,210.551,762,862,28,57,50.546,19.245,103.415,58.249,255,100,770,862,101.889,27.215,34.8955
1969,cells4.jpg,765,728.977,1454.386,239.279,710,1432,42,46,46.672,20.87,50.64,57.628,255,100,716,1478,51.34,31.36,33.771
204,cells4.jpg,766,4001.871,160.591,141.782,3986,141,31,40,38.872,25.09,64.633,45.277,255,100,3987,180,59.47,27.727,31.981
927,cells4.jpg,766,840.632,696.095,248.836,819,665,49,54,53.274,18.307,48.024,64.537,255,100,819,714,49.399,30,35.7905
3523,cells4.jpg,766,1837.047,2872.911,198.894,1818,2857,39,35,33.244,29.338,25.597,40.311,255,100,1818,2881,23.385,33.52,31.291
730,cells4.jpg,767,651.952,552.29,166.51,636,529,30,44,36.562,26.71,82.179,44.045,255,100,656,573,87.397,29.605,31.636
2199,cells4.jpg,767,2788.566,1669.053,186.652,2766,1655,44,33,35.996,27.13,158.817,44.102,255,100,2766,1668,176.1,33,31.563
1672,cells4.jpg,768,1096.612,1219.624,243.38,1077,1199,36,42,33.589,29.113,95.223,45.188,255,100,1088,1199,114.864,35.28,31.351
2030,cells4.jpg,768,14.181,1517.095,239.966,4,1487,27,60,55.535,17.608,91.999,61.392,255,100,7,1487,102.225,26.968,36.5715
648,cells4.jpg,770,510.299,505.156,228.451,491,479,34,51,39.001,25.138,100.46,51.788,255,100,504,479,100.008,33.646,32.0695
2683,cells4.jpg,771,3242.073,2032.04,153.439,3226,2013,36,37,33.332,29.452,89.266,41.34,255,100,3234,2048,57.848,34.168,31.392
2059,cells4.jpg,773,1694.763,1531.73,144.024,1681,1510,30,44,46.615,21.114,69.862,47.707,255,100,1684,1552,56.976,25.037,33.8645
536,cells4.jpg,774,2642.691,423.187,118.711,2624,407,35,35,37.253,26.454,137.937,39.051,255,100,2626,412,129.806,28.1,31.8535
691,cells4.jpg,775,2388.994,528.594,214.551,2369,508,43,38,35.142,28.079,155.591,45.541,255,100,2369,520,160.769,32.413,31.6105
1977,cells4.jpg,776,565.39,1467.794,302.291,543,1443,45,48,37.193,26.565,52.067,50.537,255,100,543,1479,27.072,37.694,31.879
1538,cells4.jpg,777,3195.257,1130.075,221.865,3177,1109,39,47,36.52,27.089,68.871,53.009,255,100,3182,1156,54.211,37.249,31.8045
3326,cells4.jpg,777,1608.903,2636.494,142.752,1585,2620,41,38,36.401,27.178,145.305,42.72,255,100,1585,2632,163.686,30.286,31.7895
3633,cells4.jpg,777,3118.465,2994.909,157.681,3101,2978,37,38,34.149,28.97,44.269,43.012,255,100,3113,3016,54.462,32.727,31.5595
2659,cells4.jpg,778,3974.961,2016.58,127.782,3958,1997,40,36,34.978,28.32,152.374,40.311,255,100,3958,2018,7.125,30.793,31.649
3041,cells4.jpg,778,1826.195,2347.084,162.752,1808,2325,39,38,33.322,29.727,157.06,42.048,255,100,1817,2325,115.346,35.575,31.5245
493,cells4.jpg,781,2713.144,396.875,242.593,2687,374,42,48,39.919,24.91,106.453,48.374,255,100,2714,374,97.125,33.643,32.4145
1056,cells4.jpg,782,210.201,772.05,236.25,185,752,49,38,42.658,23.341,18.752,49.649,255,100,185,776,9.273,29.445,32.9995
1779,cells4.jpg,783,1945.743,1301.97,191.037,1927,1284,39,38,35.219,28.307,8.525,39.623,255,100,1927,1299,169.824,34.598,31.763
