 ,Label,Area,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Feret,Median,%Area,FeretX,FeretY,FeretAngle,MinFeret,Average Diameter
2142,cells4.jpg,784,289.415,1612.847,156.752,272,1591,36,40,35,28.521,45.719,41.761,255,100,283,1631,73.301,31.021,31.7605
2702,cells4.jpg,784,1338.982,2049.444,197.823,1316,2029,43,40,37.085,26.917,21.605,46.065,255,100,1318,2064,27.121,35.584,32.001
1014,cells4.jpg,785,1548.863,738.543,186.267,1530,720,36,38,34.289,29.149,71.701,42.45,255,100,1530,755,46.909,34.985,31.719
1913,cells4.jpg,785,2610.938,1406.678,157.338,2593,1387,35,42,41.042,24.353,112.778,44.944,255,100,2601,1387,110.854,32.576,32.6975
3115,cells4.jpg,785,1405.72,2415.118,191.238,1383,2395,49,38,52.694,18.968,33.37,57.801,255,100,1385,2433,37.266,27.28,35.831
787,cells4.jpg,786,141.672,584.874,173.095,122,565,38,41,37.06,27.004,52.227,47.202,255,100,125,603,53.616,28.991,32.032
2413,cells4.jpg,786,1953.471,1848.221,300.635,1927,1823,48,51,36.035,27.772,82.857,53.824,255,100,1928,1872,35.166,41.316,31.9035
2193,cells4.jpg,787,1232.801,1672.769,264.693,1209,1649,48,44,35.883,27.925,168.887,49.649,255,100,1222,1649,117.597,39.871,31.904
2232,cells4.jpg,787,926.727,1700.084,161.439,911,1679,32,42,40.132,24.968,52.272,49.092,255,100,913,1721,56.634,30.509,32.55
2403,cells4.jpg,788,2101.839,1838.195,269.321,2080,1815,40,47,39.382,25.476,101.967,47.802,255,100,2086,1818,127.349,34.82,32.429
3422,cells4.jpg,790,3710.809,2752.037,225.966,3690,2732,40,44,34.877,28.84,72.395,44.553,255,100,3706,2776,80.961,37.834,31.8585
728,cells4.jpg,791,2290.691,554.68,274.392,2272,528,40,54,38.447,26.196,110.136,56.921,255,100,2280,528,108.435,36.686,32.3215
735,cells4.jpg,791,1100.385,549.521,229.037,1078,531,45,44,39.578,25.447,34.28,49.649,255,100,1097,575,62.403,35.2,32.5125
1371,cells4.jpg,791,2315.635,1000.743,161.823,2298,981,40,43,34.192,29.455,64.605,43.566,255,100,2310,1024,80.754,32.267,31.8235
1843,cells4.jpg,791,1845.72,1350.346,150.225,1832,1331,27,43,41.592,24.215,86.904,44.721,255,100,1839,1374,63.435,26.823,32.9035
2366,cells4.jpg,791,37.704,1812.52,216.693,17,1788,37,44,40.432,24.909,63.376,51.039,255,100,22,1830,55.376,33.791,32.6705
3125,cells4.jpg,791,1533.958,2428.58,272.007,1512,2406,43,44,35.493,28.375,42.743,47.424,255,100,1512,2441,24.944,34.883,31.934
534,cells4.jpg,792,3553.393,426.489,205.38,3535,405,35,48,42.06,23.975,65.889,51.078,255,100,3544,453,66.949,28.812,33.0175
1569,cells4.jpg,792,3149.574,1149.54,316.777,3125,1130,47,37,35.392,28.492,1.423,48.466,255,100,3125,1162,21.801,37,31.942
2763,cells4.jpg,794,759.018,2106.689,214.551,733,2084,47,38,39.332,25.703,179.322,48.052,255,100,733,2106,167.989,33.435,32.5175
1935,cells4.jpg,795,3649.934,1440.123,428.517,3626,1402,47,71,42.213,23.979,100.32,72.567,255,100,3640,1402,101.929,45.499,33.096
3076,cells4.jpg,796,1258.647,2375.401,167.338,1238,2359,43,35,38.177,26.547,36.259,46.141,255,100,1238,2390,29.899,33.934,32.362
2854,cells4.jpg,797,479.8,2186.51,156.853,464,2167,31,45,38.582,26.301,102.376,46.065,255,100,470,2212,62.879,28.915,32.4415
3477,cells4.jpg,798,2864.548,2814.737,215.38,2842,2798,45,35,35.348,28.744,11.832,46.487,255,100,2843,2824,18.825,33.666,32.046
2704,cells4.jpg,799,1027.605,2044.302,140.125,1007,2030,40,32,38.393,26.498,18.286,43.463,255,100,1007,2052,23.025,31.44,32.4455
24,cells4.jpg,800,21.106,22.891,215.48,6,5,38,39,38.41,26.519,46.466,49.679,255,100,11,44,49.899,36.715,32.4645
416,cells4.jpg,800,2017.092,340.755,163.924,1996,321,38,37,32.367,31.47,50.217,39.217,255,100,1996,339,160.641,34.522,31.9185
424,cells4.jpg,800,1661.089,353.339,146.51,1642,333,44,44,35.349,28.815,133.87,46.174,255,100,1642,341,162.35,35.646,32.082
2615,cells4.jpg,800,644.315,1986.257,169.439,625,1968,34,40,34.277,29.717,87.611,42.154,255,100,637,1969,112.306,33.129,31.997
900,cells4.jpg,801,1548.641,666.229,155.338,1525,648,46,33,41.166,24.774,174.929,46.174,255,100,1525,672,4.97,29.533,32.97
2462,cells4.jpg,801,1325.895,1876.509,194.409,1303,1859,47,30,43.855,23.256,9.705,49.041,255,100,1303,1881,16.587,30,33.5555
2275,cells4.jpg,803,2741.657,1741.556,255.806,2723,1721,39,45,36.992,27.639,89.363,45.1,255,100,2740,1721,93.814,38.366,32.3155
1356,cells4.jpg,804,74.723,1002.812,161.196,60,968,32,63,56.992,17.962,61.82,66.731,255,100,66,1031,70.75,23.398,37.477
2560,cells4.jpg,804,618.541,1949.741,243.279,602,1927,34,48,39.44,25.956,90.946,48.836,255,100,611,1975,79.38,33.737,32.698
634,cells4.jpg,805,3203.644,491.527,157.338,3189,471,32,42,43.37,23.633,68.48,45.188,255,100,3195,513,65.136,26.998,33.5015
2158,cells4.jpg,805,1071.46,1623.09,145.439,1051,1607,38,38,38.025,26.955,138.722,41.34,255,100,1051,1616,147.848,30.651,32.49
232,cells4.jpg,806,805.376,189.577,407.446,772,169,62,42,47.206,21.739,12.496,62.968,255,100,772,193,10.061,33.73,34.4725
345,cells4.jpg,806,2206.7,293.102,215.966,2181,270,43,43,38.998,26.315,47.111,47.508,255,100,2191,313,59.657,33.405,32.6565
3033,cells4.jpg,806,286.991,2330.398,194.066,270,2314,37,38,32.861,31.229,144.878,40.804,255,100,274,2319,143.973,36.062,32.045
531,cells4.jpg,807,2140.599,421.162,255.321,2116,402,55,39,39.851,25.784,11.719,56.754,255,100,2116,421,14.281,35.622,32.8175
1830,cells4.jpg,808,1883.756,1343.199,178.853,1865,1321,34,46,38.792,26.52,57.859,55,255,100,1865,1365,53.13,29.416,32.656
1899,cells4.jpg,808,2978.684,1393.016,162.995,2958,1369,40,44,40.386,25.474,62.674,45.343,255,100,2960,1406,41.424,31,32.93
3363,cells4.jpg,808,3194.136,2683.405,170.752,3174,2665,39,37,39.233,26.222,153.297,48.918,255,100,3177,2665,130.855,28.777,32.7275
3520,cells4.jpg,808,1454.702,2874.374,327.706,1423,2852,72,53,54.317,18.94,30.302,78,255,100,1423,2888,22.62,32.146,36.6285
1039,cells4.jpg,809,2354.716,758.229,145.196,2339,737,33,41,35.201,29.262,100.59,41.437,255,100,2348,737,98.326,31.556,32.2315
1989,cells4.jpg,810,3045.569,1475.667,325.848,3016,1452,65,47,53.321,19.342,149.183,67.676,255,100,3016,1463,161.03,29.737,36.3315
2829,cells4.jpg,810,1256.081,2154.811,148.61,1234,2138,43,31,37.362,27.604,5.751,43.29,255,100,1234,2159,6.633,30.893,32.483
3271,cells4.jpg,810,874.635,2582.575,257.622,855,2553,40,51,38.079,27.084,109.871,51.971,255,100,874,2553,101.094,37.659,32.5815
3698,cells4.jpg,810,2148.691,3047.095,191.338,2124,3033,48,27,45.887,22.475,5.049,49.477,255,100,2124,3054,14.036,26.57,34.181
1437,cells4.jpg,811,48.484,1054.628,178.51,32,1030,32,51,39.433,26.186,104.419,51.352,255,100,50,1030,96.71,31.929,32.8095
2513,cells4.jpg,811,2173.802,1913.692,152.024,2155,1898,38,33,35.553,29.044,11.101,42.45,255,100,2164,1931,46.909,32.86,32.2985
590,cells4.jpg,812,376.978,459.353,151.823,355,440,43,39,42.554,24.296,136.516,46.615,255,100,355,447,157.286,27.375,33.425
770,cells4.jpg,813,1982.195,579.232,197.38,1963,557,37,44,37.448,27.642,85.021,45.354,255,100,1982,557,104.036,36.204,32.545
1981,cells4.jpg,814,3692.391,1462.273,133.296,3674,1446,36,36,32.255,32.132,17.986,38.079,255,100,3690,1482,66.801,34.648,32.1935
3281,cells4.jpg,814,822.096,2589.063,267.321,803,2568,41,43,35.425,29.257,40.782,48.01,255,100,811,2609,54.324,37.239,32.341
206,cells4.jpg,815,210.226,174.38,295.948,182,146,52,57,45.529,22.792,56.424,61.62,255,100,182,187,41.711,36.966,34.1605
1914,cells4.jpg,816,3614.901,1410.483,286.735,3595,1387,38,49,35.186,29.528,97.666,52.924,255,100,3602,1387,112.203,38,32.357
1967,cells4.jpg,816,3912.545,1447.037,144.125,3897,1429,33,38,35.693,29.108,79.408,39.825,255,100,3906,1467,61.504,32.059,32.4005
199,cells4.jpg,817,1048.381,156.866,181.137,1029,134,40,42,36.803,28.265,117.655,42.426,255,100,1047,134,98.13,35.33,32.534
2597,cells4.jpg,818,1135.133,1980.731,166.652,1116,1960,42,40,42.887,24.285,138.248,45.277,255,100,1116,1965,149.47,28.988,33.586
431,cells4.jpg,819,2878.344,356.665,232.108,2855,335,44,42,36.148,28.847,49.384,44.102,255,100,2855,353,3.9,36.352,32.4975
1536,cells4.jpg,819,2707.642,1126.119,165.338,2686,1107,42,36,36.507,28.564,2.583,42.755,255,100,2686,1122,169.216,33.704,32.5355
1998,cells4.jpg,819,2444.677,1488.644,279.563,2426,1460,40,56,40.576,25.699,75.123,56.569,255,100,2440,1516,81.87,35.872,33.1375
2692,cells4.jpg,820,707.16,2039.248,168.024,688,2021,36,36,34.226,30.505,68.328,39.825,255,100,695,2054,51.116,34.404,32.3655
3359,cells4.jpg,821,2566.83,2690.831,343.161,2545,2663,48,48,40.586,25.756,137.121,62.29,255,100,2545,2663,137.603,39.192,33.171
324,cells4.jpg,822,17.159,283.535,273.664,5,250,26,64,54.804,19.097,87.801,64.281,255,100,14,314,84.644,26,36.9505
2838,cells4.jpg,822,3061.373,2173.477,246.007,3042,2152,38,46,38.203,27.396,110.785,46.69,255,100,3059,2198,80.134,34.046,32.7995
274,cells4.jpg,823,4023.02,228.803,198.894,4002,210,42,40,38.271,27.38,34.042,52.631,255,100,4002,248,38.83,36.281,32.8255
2065,cells4.jpg,824,1958.568,1539.492,226.208,1936,1517,40,41,38.637,27.154,65.461,45.804,255,100,1943,1555,53.881,35.408,32.8955
2148,cells4.jpg,824,4003.493,1621.847,303.806,3982,1598,42,46,34.453,30.452,63.986,50.567,255,100,3993,1644,65.462,38.326,32.4525
670,cells4.jpg,826,2857.076,514.763,279.078,2837,490,37,48,37.107,28.342,86.96,48.508,255,100,2856,538,81.703,35.734,32.7245
1407,cells4.jpg,826,3097.778,1027.569,201.581,3079,1007,35,40,34.816,30.207,55.769,43.863,255,100,3084,1047,65.772,35,32.5115
209,cells4.jpg,827,2297.368,169.517,207.48,2283,147,35,47,42.852,24.572,69.073,50.695,255,100,2290,194,67.989,34.906,33.712
3658,cells4.jpg,827,2835.06,3021.756,201.622,2810,3001,55,37,46.878,22.462,150.299,58.523,255,100,2810,3012,160.017,29.669,34.67
995,cells4.jpg,828,1510.135,735.471,191.338,1494,710,30,51,44.75,23.559,92.386,52.173,255,100,1502,761,77.829,29.025,34.1545
1864,cells4.jpg,828,3575.749,1366.912,267.421,3558,1347,34,44,35.736,29.5,80.403,44.553,255,100,3568,1347,99.039,34,32.618
913,cells4.jpg,830,2163.277,675.754,185.924,2145,654,40,41,38.469,27.471,143.598,42.059,255,100,2154,655,108.004,34.114,32.97
1141,cells4.jpg,830,1919.953,838.078,227.037,1901,811,34,55,42.151,25.071,71.25,56.754,255,100,1916,866,75.719,32.692,33.611
630,cells4.jpg,831,1598.943,490.191,164.267,1582,470,32,42,38.309,27.619,96.42,42.953,255,100,1596,470,102.095,31.444,32.964
2330,cells4.jpg,831,372.54,1778.482,156.61,354,1761,37,39,35.068,30.172,57.737,40.025,255,100,370,1761,102.995,35.099,32.62
3197,cells4.jpg,831,1736.169,2494.363,159.823,1716,2476,39,37,36.917,28.661,164.892,39.56,255,100,1727,2476,110.726,31.907,32.789
3261,cells4.jpg,831,776.433,2569.845,234.693,754,2547,42,44,41.282,25.63,57.896,48.415,255,100,764,2591,51.71,35.584,33.456
3686,cells4.jpg,831,1768.015,3038.827,162.024,1751,3021,37,37,34.805,30.4,39.351,39.825,255,100,1754,3052,38.884,34.595,32.6025
2694,cells4.jpg,835,4059.419,2036.598,160.368,4043,2021,36,37,35.794,29.702,109.22,40.719,255,100,4053,2058,65.323,34.989,32.748
348,cells4.jpg,836,2627.63,294.138,201.723,2607,271,42,43,36.471,29.186,122.623,44.643,255,100,2620,271,105.593,39,32.8285
1484,cells4.jpg,836,3859.197,1088.72,277.907,3836,1069,47,46,35.726,29.794,38.103,49.336,255,100,3836,1103,17.7,36.553,32.76
1559,cells4.jpg,836,1367.718,1139.811,164.267,1344,1119,45,40,41.652,25.555,40.345,49.679,255,100,1344,1158,40.101,33.446,33.6035
1695,cells4.jpg,836,112.789,1237.579,305.605,93,1213,40,62,46.891,22.7,73.752,71.694,255,100,93,1275,59.859,33.168,34.7955
183,cells4.jpg,837,2246.07,139.336,189.48,2222,117,47,40,44.89,23.741,153.635,47.17,255,100,2222,141,175.135,31.427,34.3155
299,cells4.jpg,837,901.78,253.254,200.409,881,234,43,35,35.756,29.805,44.874,48.301,255,100,881,262,27.096,35,32.7805
2031,cells4.jpg,837,665.363,1514.083,310.049,648,1488,35,55,43.056,24.751,70.565,57.567,255,100,653,1543,72.824,33.955,33.9035
2932,cells4.jpg,837,1458.818,2241.906,248.794,1430,2224,54,36,46.847,22.749,13.889,54.378,255,100,1434,2259,32.229,32.627,34.798
78,cells4.jpg,840,3041.621,40.767,189.823,3019,22,43,36,36.695,29.146,4.616,44.688,255,100,3023,58,49.538,36,32.9205
1877,cells4.jpg,840,3771.312,1373.91,174.309,3750,1354,40,38,34.77,30.76,165.392,43.046,255,100,3751,1364,149.265,34.946,32.765
2098,cells4.jpg,841,2675.32,1568.077,170.368,2652,1551,41,33,34.11,31.392,5.468,45,255,100,2652,1580,36.87,32.637,32.751
1394,cells4.jpg,842,3957.876,1018.284,211.037,3935,994,45,40,33.946,31.581,162.45,45.891,255,100,3935,1023,11.31,37.518,32.7635
2533,cells4.jpg,842,367.57,1958.567,417.889,346,1909,45,88,54.297,19.744,73.332,88.023,255,100,369,1997,88.698,34.785,37.0205
857,cells4.jpg,843,1112.537,636.687,282.978,1091,618,41,48,33.137,32.391,149.759,49.769,255,100,1099,620,112.443,40.937,32.764
3701,cells4.jpg,843,3093.463,3050.407,179.439,3062,3035,57,26,51.284,20.929,6.325,57.559,255,100,3062,3059,7.989,25.894,36.1065
173,cells4.jpg,844,1683.03,132.596,301.806,1661,110,44,53,43.202,24.874,65.354,55,255,100,1661,156,53.13,38.58,34.038
924,cells4.jpg,844,522.974,681.357,135.296,503,662,38,41,36.199,29.686,45.819,45.486,255,100,503,688,33.341,33.206,32.9425
2341,cells4.jpg,844,112.855,1794.124,239.907,92,1768,41,48,40.14,26.771,116.676,49.193,255,100,101,1770,116.565,32.585,33.4555
2884,cells4.jpg,844,2313.438,2202.026,208.208,2289,2184,48,40,43.503,24.702,146.766,52.479,255,100,2292,2187,149.036,29.626,34.1025
54,cells4.jpg,845,3278.312,25.179,250.593,3253,7,47,41,37.006,29.073,146.241,48.508,255,100,3253,29,165.677,40.216,33.0395
2756,cells4.jpg,845,211.041,2096.933,242.35,195,2075,41,44,37.951,28.349,77.01,48.27,255,100,205,2119,50.042,40.211,33.15
2570,cells4.jpg,846,2154.226,1955.857,263.664,2134,1935,40,46,34.325,31.381,102.022,46.84,255,100,2143,1936,106.113,39.712,32.853
1211,cells4.jpg,847,852.331,876.172,217.622,834,857,39,43,33.923,31.79,28.068,43.932,255,100,842,900,78.179,37.98,32.8565
1408,cells4.jpg,848,1183.521,1028.906,157.095,1163,1008,41,38,37.381,28.884,170.287,42.485,255,100,1166,1018,153.435,36.844,33.1325
2526,cells4.jpg,848,797.186,1918.438,150.468,777,1903,38,35,38.536,28.018,146.883,41.677,255,100,779,1906,149.744,33.955,33.277
1004,cells4.jpg,850,2665.805,729.889,197.966,2643,714,50,36,39.713,27.252,16.009,50.04,255,100,2643,726,177.709,34.32,33.4825
617,cells4.jpg,852,1247.018,485.604,280.392,1225,462,44,43,36.813,29.468,179.648,48.836,255,100,1228,469,132.51,41.918,33.1405
1411,cells4.jpg,852,2207.827,1039.008,229.765,2191,1011,37,54,45.736,23.719,115.387,57.245,255,100,2203,1011,109.385,28.88,34.7275
3311,cells4.jpg,852,857.856,2622.628,176.409,832,2606,47,37,38.336,28.297,9.641,47.297,255,100,832,2626,13.449,32.745,33.3165
423,cells4.jpg,854,1395.993,354.306,232.35,1372,333,44,44,36.978,29.405,148.091,47.508,255,100,1373,344,149.657,36.613,33.1915
2195,cells4.jpg,854,2150.307,1673.362,206.208,2134,1651,37,47,35.929,30.264,76.171,47.76,255,100,2147,1698,70.427,35.688,33.0965
2302,cells4.jpg,855,422.863,1752.549,187.823,400,1736,45,33,41.048,26.521,178.703,48.332,255,100,400,1765,24.444,32.509,33.7845
3222,cells4.jpg,855,988.507,2524.135,249.522,965,2503,43,48,43.56,24.991,54.223,52.802,255,100,968,2548,52.696,31,34.2755
123,cells4.jpg,856,2868.589,94.784,370.233,2845,66,54,49,35.824,30.424,53.656,54.12,255,100,2847,105,16.091,45.962,33.124
2853,cells4.jpg,856,3140.731,2183.179,185.681,3119,2166,40,35,34.567,31.53,10.206,40.162,255,100,3121,2175,161.114,35,33.0485
2883,cells4.jpg,856,335.086,2203.409,139.439,315,2184,39,38,37.584,28.999,139.352,42.544,255,100,328,2185,119.578,30.696,33.2915
3522,cells4.jpg,856,3126.71,2870.85,186.066,3101,2856,45,39,44.36,24.569,151.754,52.345,255,100,3104,2859,136.548,30.879,34.4645
2257,cells4.jpg,859,1715.878,1731.74,187.581,1698,1704,36,53,48.527,22.538,65.897,55.66,255,100,1710,1757,72.216,30.858,35.5325
1662,cells4.jpg,861,2788.615,1206.956,223.279,2764,1189,50,37,38.766,28.279,162.794,50.488,255,100,2764,1200,172.03,36.183,33.5225
1666,cells4.jpg,863,254.627,1216.835,287.907,218,1194,57,53,51.079,21.512,49.812,67.201,255,100,221,1243,36.529,32.829,36.2955
2947,cells4.jpg,863,3122.627,2255.579,126.61,3103,2239,38,36,38.442,28.584,145.477,41.34,255,100,3103,2246,147.848,30.406,33.513
3124,cells4.jpg,864,321.369,2432.525,261.179,304,2406,36,50,40.569,27.116,102.045,51.614,255,100,304,2411,125.538,35.531,33.8425
1052,cells4.jpg,865,1268.766,768.564,184.894,1252,744,36,52,44.285,24.87,109.908,52.24,255,100,1265,744,95.492,29.117,34.5775
1594,cells4.jpg,865,3093.527,1166.359,290.877,3075,1145,44,47,36.124,30.488,116.44,49.739,255,100,3076,1191,30.174,44,33.306
1632,cells4.jpg,865,2563.342,1190.419,160.267,2544,1171,37,41,37.715,29.202,118.115,42.544,255,100,2544,1181,150.422,34.083,33.4585
3342,cells4.jpg,865,1586.164,2665.097,218.936,1568,2637,44,48,40.548,27.161,123.467,52.631,255,100,1571,2637,128.83,33.791,33.8545
174,cells4.jpg,866,2899.95,136.002,202.894,2881,110,32,52,45.275,24.354,94.478,52.953,255,100,2896,162,79.114,30.726,34.8145
3011,cells4.jpg,866,1413.445,2319.574,209.037,1392,2294,48,45,39.989,27.573,51.557,50.289,255,100,1392,2327,17.354,32.863,33.781
1474,cells4.jpg,867,3012.181,1071.262,164.167,2992,1054,39,41,39.538,27.92,47.887,47.011,255,100,3001,1095,60.709,33.708,33.729
2669,cells4.jpg,868,382.21,2023.132,310.877,353,2002,58,41,36.444,30.325,5.637,58.215,255,100,353,2025,4.927,38.891,33.3845
3103,cells4.jpg,868,393.635,2405.793,232.108,374,2383,37,54,45.239,24.429,109.366,56.648,255,100,384,2383,110.674,32.958,34.834
678,cells4.jpg,869,1140.729,515.263,186.066,1120,496,44,37,42.949,25.762,154.129,47.508,255,100,1127,498,139.268,33.365,34.3555
820,cells4.jpg,869,3018.942,620.801,245.179,3003,592,31,55,47.577,23.256,90.845,55.082,255,100,3018,592,93.122,30.159,35.4165
950,cells4.jpg,870,3067.482,706.121,266.978,3044,681,45,54,40.422,27.404,65.214,57.245,255,100,3068,735,70.615,40.92,33.913
1404,cells4.jpg,871,3012.98,1024.43,219.137,2989,1006,46,39,39.358,28.177,156.671,48.374,255,100,2989,1017,150.255,37.593,33.7675
1968,cells4.jpg,873,1268.267,1454.714,307.22,1246,1430,43,47,35.293,31.494,176.004,48.508,255,100,1264,1477,75.677,42.431,33.3935
3174,cells4.jpg,873,1842.133,2479.12,191.238,1826,2457,33,48,44.351,25.062,83.949,49.031,255,100,1840,2505,78.232,32.317,34.7065
1097,cells4.jpg,874,3000.943,799.547,173.581,2984,777,35,43,39.725,28.013,109.327,44.721,255,100,2989,779,116.565,35,33.869
3160,cells4.jpg,874,1959.979,2463.253,471.529,1930,2441,57,45,38.433,28.955,178.871,57.489,255,100,1930,2464,13.069,41.144,33.694
354,cells4.jpg,875,3639.691,295.394,177.238,3615,276,45,36,38.691,28.795,163.02,47.127,255,100,3615,290,162.719,35.616,33.743
2827,cells4.jpg,875,3098.812,2154.121,194.208,3078,2137,40,40,37.519,29.694,121.238,47.802,255,100,3082,2138,127.349,35.722,33.6065
464,cells4.jpg,876,2839.895,376.297,154.995,2820,355,39,41,38.087,29.284,55.788,43.186,255,100,2820,388,42.184,31.753,33.6855
2228,cells4.jpg,876,2753.275,1695.305,210.108,2734,1675,38,41,34.118,32.691,57.959,41.437,255,100,2755,1675,98.326,35.2,33.4045
2863,cells4.jpg,876,1599.619,2192.334,401.203,1569,2170,71,47,60.368,18.476,157.939,82.152,255,100,1570,2171,148.438,31.659,39.422
3508,cells4.jpg,876,2356.804,2855.926,199.137,2336,2836,50,38,40.336,27.652,24.325,50.249,255,100,2336,2853,174.289,31.629,33.994
222,cells4.jpg,877,1367.684,184.734,265.664,1347,162,45,45,43.703,25.55,59.766,50.606,255,100,1347,200,29.604,35.653,34.6265
973,cells4.jpg,877,1593.429,722.661,305.806,1567,698,67,51,52.147,21.413,155.781,77.233,255,100,1573,698,138.674,32.82,36.78
3497,cells4.jpg,877,3018.097,2844.954,199.723,3000,2820,36,51,45.164,24.724,113.933,54.129,255,100,3004,2820,115.145,31.557,34.944
1705,cells4.jpg,878,1035.999,1243.284,337.706,1006,1222,58,39,45.664,24.481,175.183,61.098,255,100,1006,1233,158.895,36.199,35.0725
1018,cells4.jpg,879,876.985,747.409,198.652,861,724,34,52,45.152,24.787,111.951,52.24,255,100,872,724,95.492,27.06,34.9695
2140,cells4.jpg,879,46.905,1607.143,219.723,26,1589,44,39,38.179,29.314,33.396,48.26,255,100,27,1623,34.019,35.45,33.7465
3027,cells4.jpg,879,2464.143,2328.199,246.693,2435,2310,57,37,41.032,27.276,167.828,59.481,255,100,2435,2321,163.393,36.038,34.154
1021,cells4.jpg,880,341.693,753.309,255.522,322,727,39,44,39.345,28.477,55.138,49.204,255,100,323,769,52.431,33.682,33.911
2955,cells4.jpg,880,3480.998,2264.51,193.137,3459,2245,40,45,35.505,31.557,79.659,45.398,255,100,3482,2290,82.405,38.184,33.531
3251,cells4.jpg,880,1427.042,2550.938,211.137,1403,2532,47,40,47.946,23.369,35.763,51.614,255,100,1405,2563,35.538,28.144,35.6575
1440,cells4.jpg,881,3140.825,1051.463,287.907,3114,1030,50,43,40.559,27.656,35.607,52.01,255,100,3123,1070,37.972,41.421,34.1075
3225,cells4.jpg,881,1476.633,2529.337,204.794,1456,2505,46,53,57.468,19.519,48.47,59.405,255,100,1461,2557,53.902,24.749,38.4935
1591,cells4.jpg,884,345.183,1171.67,229.723,321,1144,43,47,43.047,26.147,49.509,51.088,255,100,321,1183,40.236,34.369,34.597
495,cells4.jpg,885,2575.556,397.079,240.936,2555,378,40,43,36.887,30.548,46.085,46.615,255,100,2559,416,54.605,36.794,33.7175
986,cells4.jpg,886,3217.879,729.606,208.167,3201,707,34,51,39.413,28.623,80.799,51.971,255,100,3215,758,78.906,34,34.018
1310,cells4.jpg,888,279.465,955.812,247.279,257,933,47,41,36.011,31.397,24.106,47.043,255,100,257,956,2.437,40.308,33.704
758,cells4.jpg,890,3058.537,576.882,374.718,3031,548,51,52,40.678,27.858,40.724,59.405,255,100,3037,597,53.902,39.08,34.268
514,cells4.jpg,891,938.562,411.659,305.463,916,390,49,44,41.417,27.391,149.585,55.444,255,100,919,393,140.856,37.674,34.404
